offset_seconds,timestamp_utc,author,message,comic,sentiment
1125.7,2026-09-22T05:27:38.655000+00:00,@TheCorndawggy, ,"Pa Bay Coffee (auto-detected, please verify)",0.0
1138.1,2026-09-22T05:27:51.126000+00:00,@goodviibes8573,Methuselah ,"Pa Bay Coffee (auto-detected, please verify)",0.0
1141.8,2026-09-22T05:27:54.804000+00:00,@DankGnomeChild,Girl signed up for stand up just to do an ad read.,"Pa Bay Coffee (auto-detected, please verify)",0.0
1143.7,2026-09-22T05:27:56.681000+00:00,@JimboTheComic,Hey chat she is talking about you ,"Pa Bay Coffee (auto-detected, please verify)",0.0
1151.9,2026-09-22T05:28:04.910000+00:00,@HollywoodStar2026,sounds like therer' 10 people there,"Pa Bay Coffee (auto-detected, please verify)",0.0
1153.6,2026-09-22T05:28:06.608000+00:00,@moneymagic6119,,"Pa Bay Coffee (auto-detected, please verify)",0.0
1156.8,2026-09-22T05:28:09.758000+00:00,@rocjames1,Vertical.and horizontal at the same time.,"Pa Bay Coffee (auto-detected, please verify)",0.0
1157.6,2026-09-22T05:28:10.634000+00:00,@McMisfit,hey gi4lie,"Pa Bay Coffee (auto-detected, please verify)",0.0
1162.7,2026-09-22T05:28:15.730000+00:00,@sunkissed335,,"Pa Bay Coffee (auto-detected, please verify)",0.0
1164.9,2026-09-22T05:28:17.864000+00:00,@joshuabutterwick3156,Abra looks like she swallowed a ton of children before she left the house,"Pa Bay Coffee (auto-detected, please verify)",0.0
1169.3,2026-09-22T05:28:22.300000+00:00,@alisonwayland6057,it becomes a profession when you scream hearing alcohol being spilled,"Pa Bay Coffee (auto-detected, please verify)",0.0
1173.9,2026-09-22T05:28:26.903000+00:00,@TheCorndawggy, ,"Pa Bay Coffee (auto-detected, please verify)",0.0
1175.2,2026-09-22T05:28:28.244000+00:00,@DankGnomeChild,She needed notes for this?,"Pa Bay Coffee (auto-detected, please verify)",0.0
1176.3,2026-09-22T05:28:29.256000+00:00,@ineverlutes,dear diary ,"Pa Bay Coffee (auto-detected, please verify)",0.0
1177.1,2026-09-22T05:28:30.148000+00:00,@moneymagic6119,who's mother is this,"Pa Bay Coffee (auto-detected, please verify)",0.0
1177.9,2026-09-22T05:28:30.928000+00:00,@HollywoodStar2026,not bullying anyone one. They can't read,"Pa Bay Coffee (auto-detected, please verify)",0.0
1179.8,2026-09-22T05:28:32.810000+00:00,@henryOP8749,Hollywood to much credit there def not ten  ,"Pa Bay Coffee (auto-detected, please verify)",0.0
1180.2,2026-09-22T05:28:33.183000+00:00,@Donnieboy24,in the side shot you can see chair sometimes,"Pa Bay Coffee (auto-detected, please verify)",0.0
1187.9,2026-09-22T05:28:40.891000+00:00,@albannach7943,put it on!!,"Pa Bay Coffee (auto-detected, please verify)",0.0
1190.6,2026-09-22T05:28:43.644000+00:00,@goodviibes8573,I’d still let her blow me tho ,"Pa Bay Coffee (auto-detected, please verify)",0.0
1195.4,2026-09-22T05:28:48.436000+00:00,@McMisfit,constipation,"Pa Bay Coffee (auto-detected, please verify)",0.0
1199.5,2026-09-22T05:28:52.487000+00:00,@JustMeInMpls,shad up and make me a sammich woman,"Pa Bay Coffee (auto-detected, please verify)",0.0
1202.4,2026-09-22T05:28:55.397000+00:00,@Gloobus.q,Jimbo I’m taking the over on this for 7 abortions ,"Pa Bay Coffee (auto-detected, please verify)",0.0
1203.0,2026-09-22T05:28:56.040000+00:00,@ineverlutes,oh here we go,"Pa Bay Coffee (auto-detected, please verify)",0.0
1206.9,2026-09-22T05:28:59.932000+00:00,@TommyTheJarvis,"Yeah it must be us, chat. Her jokes are all home runs ","Pa Bay Coffee (auto-detected, please verify)",0.0
1207.7,2026-09-22T05:29:00.693000+00:00,@TheCorndawggy,I need to know how many people are in this crowd.,"Pa Bay Coffee (auto-detected, please verify)",0.0
1208.4,2026-09-22T05:29:01.376000+00:00,@sunkissed335,wait... what's happening right now,"Pa Bay Coffee (auto-detected, please verify)",0.0
1214.8,2026-09-22T05:29:07.807000+00:00,@joshuabutterwick3156,are we back In 1989,"Pa Bay Coffee (auto-detected, please verify)",0.0
1215.8,2026-09-22T05:29:08.815000+00:00,@albannach7943,temu boebert,"Pa Bay Coffee (auto-detected, please verify)",0.0
1220.1,2026-09-22T05:29:13.137000+00:00,@moneymagic6119,Jesus,"Pa Bay Coffee (auto-detected, please verify)",0.0
1223.7,2026-09-22T05:29:16.716000+00:00,@JustMeInMpls,Repeal the 19th,"Pa Bay Coffee (auto-detected, please verify)",0.0
1224.6,2026-09-22T05:29:17.602000+00:00,@alisonwayland6057,is this dark poetry noght,"Pa Bay Coffee (auto-detected, please verify)",0.0
1226.2,2026-09-22T05:29:19.198000+00:00,@rocjames1,chair looks good tonight ,"Pa Bay Coffee (auto-detected, please verify)",0.0
1228.6,2026-09-22T05:29:21.613000+00:00,@ineverlutes,@albennach there it is lol,"Pa Bay Coffee (auto-detected, please verify)",1.0
1230.6,2026-09-22T05:29:23.591000+00:00,@joshuabutterwick3156,who dresses like this?,"Pa Bay Coffee (auto-detected, please verify)",0.0
1231.3,2026-09-22T05:29:24.343000+00:00,@albannach7943,yes!!!,"Pa Bay Coffee (auto-detected, please verify)",1.0
1231.7,2026-09-22T05:29:24.697000+00:00,@bull8410,1980s coffee house,"Pa Bay Coffee (auto-detected, please verify)",0.0
1234.8,2026-09-22T05:29:27.792000+00:00,@sunkissed335,huh?,"Pa Bay Coffee (auto-detected, please verify)",0.0
1235.9,2026-09-22T05:29:28.872000+00:00,@msmaus,what,"Pa Bay Coffee (auto-detected, please verify)",0.0
1236.9,2026-09-22T05:29:29.946000+00:00,@henryOP8749,They took off the chat wtf  booooring it made the whole show for us,"Pa Bay Coffee (auto-detected, please verify)",0.0
1237.6,2026-09-22T05:29:30.563000+00:00,@TheCorndawggy,Wow,"Pa Bay Coffee (auto-detected, please verify)",0.0
1239.3,2026-09-22T05:29:32.257000+00:00,@The.CrimsonGhost,wtf is this garbage,"Pa Bay Coffee (auto-detected, please verify)",0.0
1240.3,2026-09-22T05:29:33.300000+00:00,@ineverlutes,yo she farts???,"Pa Bay Coffee (auto-detected, please verify)",0.0
1243.7,2026-09-22T05:29:36.722000+00:00,@HollywoodStar2026,wait. is this The Special Olympics?,"Pa Bay Coffee (auto-detected, please verify)",0.0
1244.4,2026-09-22T05:29:37.446000+00:00,@albannach7943,i am shutting on this,"Pa Bay Coffee (auto-detected, please verify)",0.0
1249.2,2026-09-22T05:29:42.160000+00:00,@Donnieboy24,bellatrix lastrange cadabra,"Pa Bay Coffee (auto-detected, please verify)",0.0
1263.1,2026-09-22T05:29:56.120000+00:00,@moneymagic6119,she definitely thinks Lindsay Clancy is innocent,"Pa Bay Coffee (auto-detected, please verify)",0.0
1264.0,2026-09-22T05:29:56.991000+00:00,@albannach7943,sit the fuck down!,"Pa Bay Coffee (auto-detected, please verify)",0.0
1264.3,2026-09-22T05:29:57.298000+00:00,@bull8410,A bit performative ,"Pa Bay Coffee (auto-detected, please verify)",0.0
1264.9,2026-09-22T05:29:57.930000+00:00,@goodviibes8573,Now I can’t finish ,"Pa Bay Coffee (auto-detected, please verify)",0.0
1266.0,2026-09-22T05:29:58.995000+00:00,@TheCorndawggy,Spoken word poetry went away for a reason,"Pa Bay Coffee (auto-detected, please verify)",0.0
1266.9,2026-09-22T05:29:59.919000+00:00,@sunkissed335,I'm unplugging the mic...,"Pa Bay Coffee (auto-detected, please verify)",0.0
1271.0,2026-09-22T05:30:04.028000+00:00,@henryOP8749,I’m still waiting for my hot sauce for almost two months   ,"Pa Bay Coffee (auto-detected, please verify)",0.0
1273.6,2026-09-22T05:30:06.594000+00:00,@DankGnomeChild,Is this stand-up or slam poetry? snap your way off the stage girl,"Pa Bay Coffee (auto-detected, please verify)",0.0
1274.9,2026-09-22T05:30:07.870000+00:00,@rocjames1,The chair's not laughing.,"Pa Bay Coffee (auto-detected, please verify)",0.0
1277.9,2026-09-22T05:30:10.901000+00:00,@JustMeInMpls,more hurt feelings ,"Pa Bay Coffee (auto-detected, please verify)",0.0
1278.1,2026-09-22T05:30:11.108000+00:00,@Cj333-l8l,Okay..where's the big hook to drag this nonsense off ,"Pa Bay Coffee (auto-detected, please verify)",0.0
1278.2,2026-09-22T05:30:11.218000+00:00,@joshuabutterwick3156,Abra probably calls the police on herself,"Pa Bay Coffee (auto-detected, please verify)",0.0
1279.2,2026-09-22T05:30:12.204000+00:00,@HollywoodStar2026,"If you don't read it, Abfab, then how do you know what we say?","Pa Bay Coffee (auto-detected, please verify)",0.0
1281.4,2026-09-22T05:30:14.410000+00:00,@alisonwayland6057,did she take a wrong turn and was supposed to end up at a protest?,"Pa Bay Coffee (auto-detected, please verify)",0.0
1281.5,2026-09-22T05:30:14.465000+00:00,@ineverlutes,@moneymagic ,"Pa Bay Coffee (auto-detected, please verify)",0.0
1290.9,2026-09-22T05:30:23.889000+00:00,@DankGnomeChild,we know,"Pa Bay Coffee (auto-detected, please verify)",0.0
1294.1,2026-09-22T05:30:27.120000+00:00,@albannach7943,is this vagina monologues?,"Pa Bay Coffee (auto-detected, please verify)",0.0
1295.5,2026-09-22T05:30:28.512000+00:00,@joshuabutterwick3156,hahaha Alison,"Pa Bay Coffee (auto-detected, please verify)",1.0
1297.2,2026-09-22T05:30:30.234000+00:00,@JamesD-f3k,definitely unstable,"Pa Bay Coffee (auto-detected, please verify)",0.0
1298.6,2026-09-22T05:30:31.620000+00:00,@goodviibes8573,I want nothing to do with that hot sauce ,"Pa Bay Coffee (auto-detected, please verify)",0.0
1299.1,2026-09-22T05:30:32.110000+00:00,@McMisfit,a vibrator would help you chill out.,"Pa Bay Coffee (auto-detected, please verify)",0.0
1300.4,2026-09-22T05:30:33.420000+00:00,@HanzSygnal,Lisa Loeber,"Pa Bay Coffee (auto-detected, please verify)",0.0
1300.9,2026-09-22T05:30:33.878000+00:00,@msmaus,are we supposed to be a therapist,"Pa Bay Coffee (auto-detected, please verify)",0.0
