video_t,wall_time,author,chat_name,text,sentiment,source_layer,current_performer,caption_window,audience
232.0,2026-09-07 19:20:23,@joshuabutterwick3156,,down the drain,neutral,vader,,"being live streamed. Give it up for Skyler from Shroom Studios over here. >> The gentleman in the hat that would have given you newspaper in the 1930s. Uh he is our video producer from Shroomcat and my my buddy. Uh he is the one that makes us look so incredible. The live stream is @ comedy simulator on YouTube. Last week we had 82,000 viewers on the show.",true
232.0,2026-09-07 19:20:23,@TheSupercorky,,What is going on here?,neutral,vader,,"being live streamed. Give it up for Skyler from Shroom Studios over here. >> The gentleman in the hat that would have given you newspaper in the 1930s. Uh he is our video producer from Shroomcat and my my buddy. Uh he is the one that makes us look so incredible. The live stream is @ comedy simulator on YouTube. Last week we had 82,000 viewers on the show.",true
240.0,2026-09-07 19:20:31,@JimboTheComic,,High corky ,neutral,vader,,"is our video producer from Shroomcat and my my buddy. Uh he is the one that makes us look so incredible. The live stream is @ comedy simulator on YouTube. Last week we had 82,000 viewers on the show. Um yeah, thank you. Thank you. Check it out from your phones. Join the comment section. They're very ruthlessly",true
267.0,2026-09-07 19:20:58,@TheSupercorky,,Fuck off,negative,vader,,"everybody dog piling on us. It's hilarious. Join the madness. See how mean people can be to us at comedy simulator on YouTube. People streaming. Uh follow, like, subscribe, chat. Do you do all that stuff? Um let's see the theme. Uh audience member of the night. I normally gift you with hot sauce because it's a working holiday. I did not work today. So I will find a prize for you. Audience member of the night.",true
293.0,2026-09-07 19:21:24,@JimboTheComic,,Stoked for tonight! DOUBLES ,neutral,vader,,"I notice those two things, you could win a prize. Uh comedian of the night last week, Jimbo, congratulations. won a spot on Jose's show at the playground. Crushed. Ivan crushed. I heard the the Maui Comics did their job. Good job, boys. Appreciate you for doing the heavy lifting. Good work. Um, all right. So, we're doing double sets. I will start",true
294.0,2026-09-07 19:21:25,@TheSupercorky,,Not you jimbo,neutral,vader,,"I notice those two things, you could win a prize. Uh comedian of the night last week, Jimbo, congratulations. won a spot on Jose's show at the playground. Crushed. Ivan crushed. I heard the the Maui Comics did their job. Good job, boys. Appreciate you for doing the heavy lifting. Good work. Um, all right. So, we're doing double sets. I will start",true
310.0,2026-09-07 19:21:41,@Conrad2311,,The reigning comic of the night ,neutral,vader,,"boys. Appreciate you for doing the heavy lifting. Good work. Um, all right. So, we're doing double sets. I will start with a comic and then I will start bringing on the comedians. Comedians, your sets have been extended. Since you have two comics on a set, you can go up to 10 minutes. Now, don't feel like you have to do 10 minutes. If you can't do 10 minutes, we a minute of of hard",true
311.0,2026-09-07 19:21:42,@SierraJaramillo,,I am crying right now,negative,vader,,"lifting. Good work. Um, all right. So, we're doing double sets. I will start with a comic and then I will start bringing on the comedians. Comedians, your sets have been extended. Since you have two comics on a set, you can go up to 10 minutes. Now, don't feel like you have to do 10 minutes. If you can't do 10 minutes, we a minute of of hard material is hard enough. We don't need 3",true
312.0,2026-09-07 19:21:43,@JimboTheComic,,Oh high corky Romano ,neutral,vader,,"lifting. Good work. Um, all right. So, we're doing double sets. I will start with a comic and then I will start bringing on the comedians. Comedians, your sets have been extended. Since you have two comics on a set, you can go up to 10 minutes. Now, don't feel like you have to do 10 minutes. If you can't do 10 minutes, we a minute of of hard material is hard enough. We don't need 3",true
314.0,2026-09-07 19:21:45,@z28diablo,,"Jimbo, is it a draw or predetermined?",neutral,vader,,"with a comic and then I will start bringing on the comedians. Comedians, your sets have been extended. Since you have two comics on a set, you can go up to 10 minutes. Now, don't feel like you have to do 10 minutes. If you can't do 10 minutes, we a minute of of hard material is hard enough. We don't need 3 minutes of two people figuring it out, right? That's kind of weird. That's like",true
314.0,2026-09-07 19:21:45,@SierraJaramillo,,Can you pray for my brother I want him to come back home soon name is Angelo,positive,vader,,"with a comic and then I will start bringing on the comedians. Comedians, your sets have been extended. Since you have two comics on a set, you can go up to 10 minutes. Now, don't feel like you have to do 10 minutes. If you can't do 10 minutes, we a minute of of hard material is hard enough. We don't need 3 minutes of two people figuring it out, right? That's kind of weird. That's like",true
336.0,2026-09-07 19:22:07,@z28diablo,,Rumor is Chino is doing a duet with the chair,neutral,vader,Chino LaForge & Bashar,"right? That's kind of weird. That's like watching an Only Fans of like a a one night stand. Just the rhythm's all off. It's not working. What's going on here? We don't want Nobody wants to see that. They don't want to see that. We don't want to see that. So, if you guys are feel like cutting this set short, go ahead, ramp it up. We'll get you off the stage. I'll be there to catch you. All right. Are we ready to begin the comedy simulator?",true
347.0,2026-09-07 19:22:18,@JimboTheComic,,Diablo you can choose or get random ,neutral,vader,Chino LaForge & Bashar,"feel like cutting this set short, go ahead, ramp it up. We'll get you off the stage. I'll be there to catch you. All right. Are we ready to begin the comedy simulator? >> Are we ready for the simulation to begin? Let's begin simulation. I'm going to bring up my comedy partner for tonight. Let's go ahead and bring up my buddy, recent adult parents, my",true
347.0,2026-09-07 19:22:18,@alisonwayland6057,,hello hello :waving_hand:,neutral,vader,Chino LaForge & Bashar,"feel like cutting this set short, go ahead, ramp it up. We'll get you off the stage. I'll be there to catch you. All right. Are we ready to begin the comedy simulator? >> Are we ready for the simulation to begin? Let's begin simulation. I'm going to bring up my comedy partner for tonight. Let's go ahead and bring up my buddy, recent adult parents, my",true
369.0,2026-09-07 19:22:40,@Conrad2311,,I like the sounds ,positive,vader,Chino LaForge & Bashar,"my buddy, recent adult parents, my friend Bashar. Coming up on stage, bud microphone. We have two mics here. >> Okay. Thank you guys. Is this volume okay, everybody? We didn't have a chance to check it yet. Go ahead, check it. >> I don't know about this uh Only Fans [ __ ] you was talking about, but",true
373.0,2026-09-07 19:22:44,@JimboTheComic,,Alison yooooo!!,neutral,vader,Chino LaForge & Bashar,"my buddy, recent adult parents, my friend Bashar. Coming up on stage, bud microphone. We have two mics here. >> Okay. Thank you guys. Is this volume okay, everybody? We didn't have a chance to check it yet. Go ahead, check it. >> I don't know about this uh Only Fans [ __ ] you was talking about, but we're here. We're here. Both of us. Can you guys hear us? >> Yeah. >> Okay.",true
373.0,2026-09-07 19:22:44,@joshuabutterwick3156,,hahahah duet with the chair,neutral,vader,Chino LaForge & Bashar,"my buddy, recent adult parents, my friend Bashar. Coming up on stage, bud microphone. We have two mics here. >> Okay. Thank you guys. Is this volume okay, everybody? We didn't have a chance to check it yet. Go ahead, check it. >> I don't know about this uh Only Fans [ __ ] you was talking about, but we're here. We're here. Both of us. Can you guys hear us? >> Yeah. >> Okay.",true
382.0,2026-09-07 19:22:53,@BrianKirk-wi6kd,,Double the bombing tonight:frowning_face:,neutral,vader,Chino LaForge & Bashar,"okay, everybody? We didn't have a chance to check it yet. Go ahead, check it. >> I don't know about this uh Only Fans [ __ ] you was talking about, but we're here. We're here. Both of us. Can you guys hear us? >> Yeah. >> Okay. >> I don't know why you're not thinking about Only Fans. You guys are You have You're a good-looking couple. That's something that that could be in the future. I mean, >> yeah. >> I'm not I'm not saying you should. Just",true
386.0,2026-09-07 19:22:57,@Alkemystikal-c7r,,What’s good everyone,positive,vader,Chino LaForge & Bashar,">> I don't know about this uh Only Fans [ __ ] you was talking about, but we're here. We're here. Both of us. Can you guys hear us? >> Yeah. >> Okay. >> I don't know why you're not thinking about Only Fans. You guys are You have You're a good-looking couple. That's something that that could be in the future. I mean, >> yeah. >> I'm not I'm not saying you should. Just you could. >> Yeah. I was thinking about us, Gino.",true
393.0,2026-09-07 19:23:04,@Billytimbob1,,what's better dudes that look like hot chick's or girls that look like ugly dudes and what one are you hitting?,positive,vader,Chino LaForge & Bashar,">> Okay. >> I don't know why you're not thinking about Only Fans. You guys are You have You're a good-looking couple. That's something that that could be in the future. I mean, >> yeah. >> I'm not I'm not saying you should. Just you could. >> Yeah. I was thinking about us, Gino. >> Oh, you and me. >> Yes. Yes. >> I mean, >> cuz we're on stage. This is what you brought up. >> You know the who's on first bit. It's",true
394.0,2026-09-07 19:23:05,@Conrad2311,,Bash-ear ,neutral,vader,Chino LaForge & Bashar,">> I don't know why you're not thinking about Only Fans. You guys are You have You're a good-looking couple. That's something that that could be in the future. I mean, >> yeah. >> I'm not I'm not saying you should. Just you could. >> Yeah. I was thinking about us, Gino. >> Oh, you and me. >> Yes. Yes. >> I mean, >> cuz we're on stage. This is what you brought up. >> You know the who's on first bit. It's",true
399.0,2026-09-07 19:23:10,@alisonwayland6057,,hey there Jimbo :grinning_face:,neutral,vader,Chino LaForge & Bashar,"something that that could be in the future. I mean, >> yeah. >> I'm not I'm not saying you should. Just you could. >> Yeah. I was thinking about us, Gino. >> Oh, you and me. >> Yes. Yes. >> I mean, >> cuz we're on stage. This is what you brought up. >> You know the who's on first bit. It's more like who's pitching, right? >> Yeah. >> Who's pitching is catching. >> Okay. Who do you guys would be pitching,",true
411.0,2026-09-07 19:23:22,@TheSupercorky,,Bashar,neutral,vader,Chino LaForge & Bashar,"brought up. >> You know the who's on first bit. It's more like who's pitching, right? >> Yeah. >> Who's pitching is catching. >> Okay. Who do you guys would be pitching, guys? Who do you think be bitching? >> Gino, give it up. >> You think I'm top applaud right now if you think I'm the top of this relationship. >> Okay. Apply right now if I'm the top.",true
413.0,2026-09-07 19:23:24,@JimboTheComic,,Hahahahaha ,neutral,vader,Chino LaForge & Bashar,">> You know the who's on first bit. It's more like who's pitching, right? >> Yeah. >> Who's pitching is catching. >> Okay. Who do you guys would be pitching, guys? Who do you think be bitching? >> Gino, give it up. >> You think I'm top applaud right now if you think I'm the top of this relationship. >> Okay. Apply right now if I'm the top.",true
419.0,2026-09-07 19:23:30,@joshuabutterwick3156,,this guy looks like He'd let other men name his kids,positive,vader,Chino LaForge & Bashar,">> Okay. Who do you guys would be pitching, guys? Who do you think be bitching? >> Gino, give it up. >> You think I'm top applaud right now if you think I'm the top of this relationship. >> Okay. Apply right now if I'm the top. >> Yes. >> All right. Bob's over back. That's what it looks like. >> I'm I'm gay after all. Hey, you're",true
423.0,2026-09-07 19:23:34,@TheSupercorky,,Bashar,neutral,vader,Chino LaForge & Bashar,">> You think I'm top applaud right now if you think I'm the top of this relationship. >> Okay. Apply right now if I'm the top. >> Yes. >> All right. Bob's over back. That's what it looks like. >> I'm I'm gay after all. Hey, you're you're you're the top, which makes you",true
434.0,2026-09-07 19:23:45,@Conrad2311,,The Bash brother ,neutral,vader,Chino LaForge & Bashar,">> All right. Bob's over back. That's what it looks like. >> I'm I'm gay after all. Hey, you're you're you're the top, which makes you the less desirable. >> Back home, it's not even gay. Actually, that's just what you do. >> Wait, there's no ladies around. So, >> you know, there there's there's some American military that would agree. Uh,",true
434.0,2026-09-07 19:23:45,@TheSupercorky,,:text-green-game-over:,neutral,vader,Chino LaForge & Bashar,">> All right. Bob's over back. That's what it looks like. >> I'm I'm gay after all. Hey, you're you're you're the top, which makes you the less desirable. >> Back home, it's not even gay. Actually, that's just what you do. >> Wait, there's no ladies around. So, >> you know, there there's there's some American military that would agree. Uh,",true
466.0,2026-09-07 19:24:17,@alisonwayland6057,,Nice to see Chair is holding up strong,positive,vader,Chino LaForge & Bashar,"have a Yeah, I have a I have a 4 days old baby right now. She's well taken care of. Don't worry about that. She got her mom and her grandma looking after her. You know, that's the first question that comes up. I'm start realizing it's a one-sided relationship in this thing, right? I'm doing all this [ __ ] A baby",true
480.0,2026-09-07 19:24:31,@LouB-it,,hahahahahaha,neutral,vader,Chino LaForge & Bashar,"comes up. I'm start realizing it's a one-sided relationship in this thing, right? I'm doing all this [ __ ] A baby is not pitching with nothing. So, I went ahead and used her social security for a couple of credit cards just in case. Oh, you did what my parents did. That's why I got I had to go for scholarships. Uh so, um are you going to",true
484.0,2026-09-07 19:24:35,@joshuabutterwick3156,,new dad?? congratulations who's the father?,positive,vader,Chino LaForge & Bashar,"one-sided relationship in this thing, right? I'm doing all this [ __ ] A baby is not pitching with nothing. So, I went ahead and used her social security for a couple of credit cards just in case. Oh, you did what my parents did. That's why I got I had to go for scholarships. Uh so, um are you going to do what most Middle Eastern fathers do",true
485.0,2026-09-07 19:24:36,@TheSupercorky,,Ha ha ha,positive,vader,Chino LaForge & Bashar,"right? I'm doing all this [ __ ] A baby is not pitching with nothing. So, I went ahead and used her social security for a couple of credit cards just in case. Oh, you did what my parents did. That's why I got I had to go for scholarships. Uh so, um are you going to do what most Middle Eastern fathers do and spoil the crap out of your daughter",true
505.0,2026-09-07 19:24:56,@HollywoodStar2026,,"Just got here.... oy new dad's bitching about having a baby. Try pushing it out of your V, douche",negative,vader,Chino LaForge & Bashar,"and spoil the crap out of your daughter to the point where she'll never get married because no man can live up to that? >> Yeah. Yeah. Well, we're not in the Middle East. The thing I'm worried about is, you know, we're going to grow in a time where she's going to grow up in a time where robots and AI might be already being partners, right? And I don't know how to answer. Like if she bring me a robot that identifies as a",true
520.0,2026-09-07 19:25:11,@ineverlutes,,WHATS UP,neutral,vader,Chino LaForge & Bashar,"time where robots and AI might be already being partners, right? And I don't know how to answer. Like if she bring me a robot that identifies as a Muslim, >> that's right. You're you're going to be a part of the first wave of parents that have to be like, ""Dad, you know, >> this robot's my boyfriend."" >> Okay. Like, blow yourself up. Let me know you're real. >> Okay.",true
522.0,2026-09-07 19:25:13,@joshuabutterwick3156,,at Christmas time this guy has Santa sit on his lap but facing him,neutral,vader,Chino LaForge & Bashar,"already being partners, right? And I don't know how to answer. Like if she bring me a robot that identifies as a Muslim, >> that's right. You're you're going to be a part of the first wave of parents that have to be like, ""Dad, you know, >> this robot's my boyfriend."" >> Okay. Like, blow yourself up. Let me know you're real. >> Okay. >> Okay. >> What do you believe in, robot?",true
525.0,2026-09-07 19:25:16,@LouB-it,,stop it my colon fell out from laughing,positive,vader,Chino LaForge & Bashar,"bring me a robot that identifies as a Muslim, >> that's right. You're you're going to be a part of the first wave of parents that have to be like, ""Dad, you know, >> this robot's my boyfriend."" >> Okay. Like, blow yourself up. Let me know you're real. >> Okay. >> Okay. >> What do you believe in, robot? >> Oh, man. Yeah. No, that that's going to",true
549.0,2026-09-07 19:25:40,@HollywoodStar2026,,this format BLOWS so far,neutral,vader,Chino LaForge & Bashar,">> you're I mean they might be doing stand up comedy for us be doing >> Yeah. >> Do you think a duo set between two robots would be like having Alexa talk with Alexa >> where it's like order me a pizza? It's like I would like to do that. How can I help you? It's like hello, I'm here to help. And they just keep going back and forth. >> Yes. Yes. I think I think that'd be very close to what's going on. You guys heard",true
559.0,2026-09-07 19:25:50,@ineverlutes,,WHY IS CHINO,neutral,vader,Chino LaForge & Bashar,">> where it's like order me a pizza? It's like I would like to do that. How can I help you? It's like hello, I'm here to help. And they just keep going back and forth. >> Yes. Yes. I think I think that'd be very close to what's going on. You guys heard the uh Chinese restaurants prank where two Chinese restaurants talk to each other. Feel like it'll be the same thing. I love Chinese people by the way,",true
573.0,2026-09-07 19:26:04,@ineverlutes,,what did i miss why are we doing this ,negative,vader,Chino LaForge & Bashar,"two Chinese restaurants talk to each other. Feel like it'll be the same thing. I love Chinese people by the way, but there's gone around. So I'm just picking on on the nonavailables right now, which is Indians, Chinese. I don't know what you are, bro. I'm just It's okay. You're you're technically Asian, right? The Middle East is in Asia.",true
574.0,2026-09-07 19:26:05,@joshuabutterwick3156,,double duet SUCKS,negative,vader,Chino LaForge & Bashar,"two Chinese restaurants talk to each other. Feel like it'll be the same thing. I love Chinese people by the way, but there's gone around. So I'm just picking on on the nonavailables right now, which is Indians, Chinese. I don't know what you are, bro. I'm just It's okay. You're you're technically Asian, right? The Middle East is in Asia.",true
588.0,2026-09-07 19:26:19,@JimboTheComic,,It’s the theme today deal with it foo ,neutral,vader,Chino LaForge & Bashar,"now, which is Indians, Chinese. I don't know what you are, bro. I'm just It's okay. You're you're technically Asian, right? The Middle East is in Asia. >> Yes. >> I I was having this conversation recently. Uh, an Indian friend of mine was like, ""No, we're Asian, too."" And I was like, ""Get the [ __ ] out of here. No way. I never thought of it like that, right? We don't when you think of Asians, you don't think of Indians."" But then he was like, ""No, we're Asians, too. We identify as Asians."" And I think",true
589.0,2026-09-07 19:26:20,@ineverlutes,,jimbo put a stop to this at once ,negative,vader,Chino LaForge & Bashar,"know what you are, bro. I'm just It's okay. You're you're technically Asian, right? The Middle East is in Asia. >> Yes. >> I I was having this conversation recently. Uh, an Indian friend of mine was like, ""No, we're Asian, too."" And I was like, ""Get the [ __ ] out of here. No way. I never thought of it like that, right? We don't when you think of Asians, you don't think of Indians."" But then he was like, ""No, we're Asians, too. We identify as Asians."" And I think",true
590.0,2026-09-07 19:26:21,@alisonwayland6057,,I guess it moral support night,positive,vader,Chino LaForge & Bashar,"okay. You're you're technically Asian, right? The Middle East is in Asia. >> Yes. >> I I was having this conversation recently. Uh, an Indian friend of mine was like, ""No, we're Asian, too."" And I was like, ""Get the [ __ ] out of here. No way. I never thought of it like that, right? We don't when you think of Asians, you don't think of Indians."" But then he was like, ""No, we're Asians, too. We identify as Asians."" And I think that if you identify as Asians, you have",true
592.0,2026-09-07 19:26:23,@JimboTheComic,,Doubles ,neutral,vader,Chino LaForge & Bashar,"right? The Middle East is in Asia. >> Yes. >> I I was having this conversation recently. Uh, an Indian friend of mine was like, ""No, we're Asian, too."" And I was like, ""Get the [ __ ] out of here. No way. I never thought of it like that, right? We don't when you think of Asians, you don't think of Indians."" But then he was like, ""No, we're Asians, too. We identify as Asians."" And I think that if you identify as Asians, you have to let other Asians do your accent.",true
593.0,2026-09-07 19:26:24,@HollywoodStar2026,,END SIMULATION,neutral,vader,Chino LaForge & Bashar,">> Yes. >> I I was having this conversation recently. Uh, an Indian friend of mine was like, ""No, we're Asian, too."" And I was like, ""Get the [ __ ] out of here. No way. I never thought of it like that, right? We don't when you think of Asians, you don't think of Indians."" But then he was like, ""No, we're Asians, too. We identify as Asians."" And I think that if you identify as Asians, you have to let other Asians do your accent.",true
594.0,2026-09-07 19:26:25,@Beepbop_man,,I wanna kill myself,negative,vader,Chino LaForge & Bashar,">> I I was having this conversation recently. Uh, an Indian friend of mine was like, ""No, we're Asian, too."" And I was like, ""Get the [ __ ] out of here. No way. I never thought of it like that, right? We don't when you think of Asians, you don't think of Indians."" But then he was like, ""No, we're Asians, too. We identify as Asians."" And I think that if you identify as Asians, you have to let other Asians do your accent.",true
599.0,2026-09-07 19:26:30,@nevergiveup9321,,I thought that was Adam Sandler,neutral,vader,Chino LaForge & Bashar,"was like, ""No, we're Asian, too."" And I was like, ""Get the [ __ ] out of here. No way. I never thought of it like that, right? We don't when you think of Asians, you don't think of Indians."" But then he was like, ""No, we're Asians, too. We identify as Asians."" And I think that if you identify as Asians, you have to let other Asians do your accent. That's the only thing that makes it legit, right? Is that like I'm Korean, I'm allowed to do Japanese, Filipino,",true
604.0,2026-09-07 19:26:35,@JimboTheComic,,I don’t like the way he looks at chino ,negative,vader,Chino LaForge & Bashar,"Asians, you don't think of Indians."" But then he was like, ""No, we're Asians, too. We identify as Asians."" And I think that if you identify as Asians, you have to let other Asians do your accent. That's the only thing that makes it legit, right? Is that like I'm Korean, I'm allowed to do Japanese, Filipino, like I'm allowed to. But Indian has always been controversial. So Indians,",true
606.0,2026-09-07 19:26:37,@Beepbop_man,,I didnt before this stream tho,neutral,vader,Chino LaForge & Bashar,"then he was like, ""No, we're Asians, too. We identify as Asians."" And I think that if you identify as Asians, you have to let other Asians do your accent. That's the only thing that makes it legit, right? Is that like I'm Korean, I'm allowed to do Japanese, Filipino, like I'm allowed to. But Indian has always been controversial. So Indians, if you want to be Asian, you have to let",true
610.0,2026-09-07 19:26:41,@joshuabutterwick3156,,this guy looks like a deacon at an evil church,negative,vader,Chino LaForge & Bashar,"that if you identify as Asians, you have to let other Asians do your accent. That's the only thing that makes it legit, right? Is that like I'm Korean, I'm allowed to do Japanese, Filipino, like I'm allowed to. But Indian has always been controversial. So Indians, if you want to be Asian, you have to let us >> do the accent. >> Do your accents? >> Yes. Yes. You got to let us do the",true
619.0,2026-09-07 19:26:50,@JimboTheComic,,Hahaha Joshua ,positive,vader,Chino LaForge & Bashar,"legit, right? Is that like I'm Korean, I'm allowed to do Japanese, Filipino, like I'm allowed to. But Indian has always been controversial. So Indians, if you want to be Asian, you have to let us >> do the accent. >> Do your accents? >> Yes. Yes. You got to let us do the accent. >> I don't see one to verify. So I'm not going to do the accents. >> Are there any Indians? No. Go ahead, Gino. >> That's how you get cancelled. Um. Yeah.",true
624.0,2026-09-07 19:26:55,@HollywoodStar2026,,audiences sounds NOT INTRESTED,neutral,vader,Chino LaForge & Bashar,"always been controversial. So Indians, if you want to be Asian, you have to let us >> do the accent. >> Do your accents? >> Yes. Yes. You got to let us do the accent. >> I don't see one to verify. So I'm not going to do the accents. >> Are there any Indians? No. Go ahead, Gino. >> That's how you get cancelled. Um. Yeah. >> So how how's uh how's you? So Bashar",true
626.0,2026-09-07 19:26:57,@alisonwayland6057,,time machine Adam Sandler,neutral,vader,Chino LaForge & Bashar,"us >> do the accent. >> Do your accents? >> Yes. Yes. You got to let us do the accent. >> I don't see one to verify. So I'm not going to do the accents. >> Are there any Indians? No. Go ahead, Gino. >> That's how you get cancelled. Um. Yeah. >> So how how's uh how's you? So Bashar",true
