video_t,wall_time,author,chat_name,text,sentiment,source_layer,current_performer,caption_window,audience
2196.0,2026-09-21 19:45:29,@henryOP8749,,Vibes we still waiting for some bro :rolling_on_the_floor_laughing: ,neutral,vader,,"That's good. Um, now he has been he's been dead for way over 10 years now. Um, and he was one of those conspiracy guys. So, they're still looking for the gold that's all over his property. It's it's there. All right. I'm Dan Stevie. That's my time.",true
2202.0,2026-09-21 19:45:35,@alisonwayland6057,,we always ask the goodvivbse,neutral,vader,,"one of those conspiracy guys. So, they're still looking for the gold that's all over his property. It's it's there. All right. I'm Dan Stevie. That's my time. >> Dan Stevie ain't no snitch. Get up. Man, Stevie, ladies and gentlemen, [applause]",true
2204.0,2026-09-21 19:45:37,@HollywoodStar2026,,I miss the Austrian guy,negative,vader,,"they're still looking for the gold that's all over his property. It's it's there. All right. I'm Dan Stevie. That's my time. >> Dan Stevie ain't no snitch. Get up. Man, Stevie, ladies and gentlemen, [applause]",true
2205.0,2026-09-21 19:45:38,@tylerdarnell4842,,Wth,negative,vader,,"they're still looking for the gold that's all over his property. It's it's there. All right. I'm Dan Stevie. That's my time. >> Dan Stevie ain't no snitch. Get up. Man, Stevie, ladies and gentlemen, [applause] outing no family members there. Um, all",true
2206.0,2026-09-21 19:45:39,@TheCorndawggy,,Wow,positive,vader,,"that's all over his property. It's it's there. All right. I'm Dan Stevie. That's my time. >> Dan Stevie ain't no snitch. Get up. Man, Stevie, ladies and gentlemen, [applause] outing no family members there. Um, all",true
2207.0,2026-09-21 19:45:40,@albannach7943,,okm.rhe joke here is pregnant women having labor for a dead man who killed a puppy acidentallly.,positive,phrase_or_manual,,"that's all over his property. It's it's there. All right. I'm Dan Stevie. That's my time. >> Dan Stevie ain't no snitch. Get up. Man, Stevie, ladies and gentlemen, [applause] outing no family members there. Um, all",true
2207.0,2026-09-21 19:45:40,@EricNelson1236,,you want this guy to stare at you,positive,vader,,"that's all over his property. It's it's there. All right. I'm Dan Stevie. That's my time. >> Dan Stevie ain't no snitch. Get up. Man, Stevie, ladies and gentlemen, [applause] outing no family members there. Um, all",true
2208.0,2026-09-21 19:45:41,@ineverlutes,,lmao,positive,vader,,"there. All right. I'm Dan Stevie. That's my time. >> Dan Stevie ain't no snitch. Get up. Man, Stevie, ladies and gentlemen, [applause] outing no family members there. Um, all right. Coming up next to the stage,",true
2211.0,2026-09-21 19:45:44,@z28diablo,,Imagine what Handcuffs and No Notes night would be like,positive,vader,,">> Dan Stevie ain't no snitch. Get up. Man, Stevie, ladies and gentlemen, [applause] outing no family members there. Um, all right. Coming up next to the stage, ladies and gentlemen, this next comic uh runs the Tuesday night mic in Kihei. If",true
2214.0,2026-09-21 19:45:47,@ineverlutes,,chat rules ,neutral,vader,,">> Dan Stevie ain't no snitch. Get up. Man, Stevie, ladies and gentlemen, [applause] outing no family members there. Um, all right. Coming up next to the stage, ladies and gentlemen, this next comic uh runs the Tuesday night mic in Kihei. If this isn't enough open mic comedy for",true
2214.0,2026-09-21 19:45:47,@henryOP8749,,Lutes omg I just said same thing :rolling_on_the_floor_laughing: :knocked_out_face: :skull_and_crossbones: ,neutral,vader,,">> Dan Stevie ain't no snitch. Get up. Man, Stevie, ladies and gentlemen, [applause] outing no family members there. Um, all right. Coming up next to the stage, ladies and gentlemen, this next comic uh runs the Tuesday night mic in Kihei. If this isn't enough open mic comedy for",true
2216.0,2026-09-21 19:45:49,@Drifta032,,"Someone should read the comments live , more laughs in here than on stage ",positive,vader,,">> Dan Stevie ain't no snitch. Get up. Man, Stevie, ladies and gentlemen, [applause] outing no family members there. Um, all right. Coming up next to the stage, ladies and gentlemen, this next comic uh runs the Tuesday night mic in Kihei. If this isn't enough open mic comedy for you, you can get more on a Tuesday night",true
2219.0,2026-09-21 19:45:52,@rocjames1,,the chair can't share,negative,vader,,">> Dan Stevie ain't no snitch. Get up. Man, Stevie, ladies and gentlemen, [applause] outing no family members there. Um, all right. Coming up next to the stage, ladies and gentlemen, this next comic uh runs the Tuesday night mic in Kihei. If this isn't enough open mic comedy for you, you can get more on a Tuesday night in Kihei and vibe. Ladies and gentlemen,",true
2220.0,2026-09-21 19:45:53,@Stephen.Perryman,,dreadfull,neutral,vader,,">> Dan Stevie ain't no snitch. Get up. Man, Stevie, ladies and gentlemen, [applause] outing no family members there. Um, all right. Coming up next to the stage, ladies and gentlemen, this next comic uh runs the Tuesday night mic in Kihei. If this isn't enough open mic comedy for you, you can get more on a Tuesday night in Kihei and vibe. Ladies and gentlemen, one, the only Morgan Tasian.",true
2221.0,2026-09-21 19:45:54,@goodviibes8573,,Phew I thought it was just me ,neutral,vader,,">> Dan Stevie ain't no snitch. Get up. Man, Stevie, ladies and gentlemen, [applause] outing no family members there. Um, all right. Coming up next to the stage, ladies and gentlemen, this next comic uh runs the Tuesday night mic in Kihei. If this isn't enough open mic comedy for you, you can get more on a Tuesday night in Kihei and vibe. Ladies and gentlemen, one, the only Morgan Tasian.",true
2222.0,2026-09-21 19:45:55,@JimboTheComic,,This is the drunkest uncle rn ,neutral,vader,,">> Dan Stevie ain't no snitch. Get up. Man, Stevie, ladies and gentlemen, [applause] outing no family members there. Um, all right. Coming up next to the stage, ladies and gentlemen, this next comic uh runs the Tuesday night mic in Kihei. If this isn't enough open mic comedy for you, you can get more on a Tuesday night in Kihei and vibe. Ladies and gentlemen, one, the only Morgan Tasian.",true
2226.0,2026-09-21 19:45:59,@Yup-eee,,Where are all the crazy people :man_shrugging::clinking_beer_mugs:,negative,vader,,"outing no family members there. Um, all right. Coming up next to the stage, ladies and gentlemen, this next comic uh runs the Tuesday night mic in Kihei. If this isn't enough open mic comedy for you, you can get more on a Tuesday night in Kihei and vibe. Ladies and gentlemen, one, the only Morgan Tasian.",true
2230.0,2026-09-21 19:46:03,@GlitterRed1,,Their life's must be boring. Jokes come from personal experiences,negative,vader,,"ladies and gentlemen, this next comic uh runs the Tuesday night mic in Kihei. If this isn't enough open mic comedy for you, you can get more on a Tuesday night in Kihei and vibe. Ladies and gentlemen, one, the only Morgan Tasian. >> Hello. Aloha everybody. Welcome to",true
2233.0,2026-09-21 19:46:06,@tylerdarnell4842,,Does any body have a joke,positive,vader,,"runs the Tuesday night mic in Kihei. If this isn't enough open mic comedy for you, you can get more on a Tuesday night in Kihei and vibe. Ladies and gentlemen, one, the only Morgan Tasian. >> Hello. Aloha everybody. Welcome to",true
2233.0,2026-09-21 19:46:06,@z28diablo,,UNCLE CHINO,neutral,vader,,"runs the Tuesday night mic in Kihei. If this isn't enough open mic comedy for you, you can get more on a Tuesday night in Kihei and vibe. Ladies and gentlemen, one, the only Morgan Tasian. >> Hello. Aloha everybody. Welcome to",true
2239.0,2026-09-21 19:46:12,@alisonwayland6057,,no we are o,negative,vader,,"in Kihei and vibe. Ladies and gentlemen, one, the only Morgan Tasian. >> Hello. Aloha everybody. Welcome to National Pa's night. Um",true
2245.0,2026-09-21 19:46:18,@McMisfit,,helloo,neutral,vader,,>> Hello. Aloha everybody. Welcome to National Pa's night. Um I had this thought on the way over here. Uh Trumple like a uncle who loves or,true
2246.0,2026-09-21 19:46:19,@androidchannel309,,Morgan Tameiggian,neutral,vader,,>> Hello. Aloha everybody. Welcome to National Pa's night. Um I had this thought on the way over here. Uh Trumple like a uncle who loves or,true
2248.0,2026-09-21 19:46:21,@Stephen.Perryman,,When does the Comedy start,positive,vader,,>> Hello. Aloha everybody. Welcome to National Pa's night. Um I had this thought on the way over here. Uh Trumple like a uncle who loves or hates Donald Trump depending who he's,true
2250.0,2026-09-21 19:46:23,@henryOP8749,,Insane crazy :zany_face: here ,negative,vader,,>> Hello. Aloha everybody. Welcome to National Pa's night. Um I had this thought on the way over here. Uh Trumple like a uncle who loves or hates Donald Trump depending who he's talking to.,true
2251.0,2026-09-21 19:46:24,@goodviibes8573,,The chat is funnier ,positive,vader,,>> Hello. Aloha everybody. Welcome to National Pa's night. Um I had this thought on the way over here. Uh Trumple like a uncle who loves or hates Donald Trump depending who he's talking to.,true
2255.0,2026-09-21 19:46:28,@HollywoodStar2026,,The Kihei night used to be streamed. What happened,neutral,vader,,"National Pa's night. Um I had this thought on the way over here. Uh Trumple like a uncle who loves or hates Donald Trump depending who he's talking to. He's kind of Yeah, exactly. He's He's",true
2257.0,2026-09-21 19:46:30,@Yup-eee,, :sleeping_face: ,neutral,vader,,"night. Um I had this thought on the way over here. Uh Trumple like a uncle who loves or hates Donald Trump depending who he's talking to. He's kind of Yeah, exactly. He's He's just kind of on both sides, you know. He",true
2258.0,2026-09-21 19:46:31,@z28diablo,,Knock Knock,neutral,vader,,"Um I had this thought on the way over here. Uh Trumple like a uncle who loves or hates Donald Trump depending who he's talking to. He's kind of Yeah, exactly. He's He's just kind of on both sides, you know. He",true
2258.0,2026-09-21 19:46:31,@professorroyhinkley4775,,does anyone ,neutral,vader,,"Um I had this thought on the way over here. Uh Trumple like a uncle who loves or hates Donald Trump depending who he's talking to. He's kind of Yeah, exactly. He's He's just kind of on both sides, you know. He",true
2260.0,2026-09-21 19:46:33,@Hackofalltrades-mh5fq,,knockem dead morgan,positive,phrase_or_manual,,"I had this thought on the way over here. Uh Trumple like a uncle who loves or hates Donald Trump depending who he's talking to. He's kind of Yeah, exactly. He's He's just kind of on both sides, you know. He can argue about anything. Just tell him",true
2261.0,2026-09-21 19:46:34,@GlitterRed1,,Oh gawsh. A drunkard unc,neutral,vader,,"I had this thought on the way over here. Uh Trumple like a uncle who loves or hates Donald Trump depending who he's talking to. He's kind of Yeah, exactly. He's He's just kind of on both sides, you know. He can argue about anything. Just tell him what side. Uh, meanwhile, shout out to",true
2264.0,2026-09-21 19:46:37,@JimboTheComic,,Stephen you’re in the wrong room ,negative,vader,,"I had this thought on the way over here. Uh Trumple like a uncle who loves or hates Donald Trump depending who he's talking to. He's kind of Yeah, exactly. He's He's just kind of on both sides, you know. He can argue about anything. Just tell him what side. Uh, meanwhile, shout out to Dan. You know, they say that 99%",true
2267.0,2026-09-21 19:46:40,@moneymagic6119,,UNCLE TRUMP,neutral,vader,,"Uh Trumple like a uncle who loves or hates Donald Trump depending who he's talking to. He's kind of Yeah, exactly. He's He's just kind of on both sides, you know. He can argue about anything. Just tell him what side. Uh, meanwhile, shout out to Dan. You know, they say that 99%",true
2272.0,2026-09-21 19:46:45,@Gloobus.q,,I think this guy patched my drywall ,neutral,vader,,"talking to. He's kind of Yeah, exactly. He's He's just kind of on both sides, you know. He can argue about anything. Just tell him what side. Uh, meanwhile, shout out to Dan. You know, they say that 99% of all Dans are not actually the man, >> but but this guy right here.",true
2273.0,2026-09-21 19:46:46,@henryOP8749,,Come for the comedy stay for the chat :zany_face: ,positive,vader,,"talking to. He's kind of Yeah, exactly. He's He's just kind of on both sides, you know. He can argue about anything. Just tell him what side. Uh, meanwhile, shout out to Dan. You know, they say that 99% of all Dans are not actually the man, >> but but this guy right here.",true
2274.0,2026-09-21 19:46:47,@Stephen.Perryman,,Whos there,neutral,vader,,"talking to. He's kind of Yeah, exactly. He's He's just kind of on both sides, you know. He can argue about anything. Just tell him what side. Uh, meanwhile, shout out to Dan. You know, they say that 99% of all Dans are not actually the man, >> but but this guy right here.",true
2275.0,2026-09-21 19:46:48,@TheCorndawggy,,I’m gonna try one more comic and then I’m gonna have to bounce. This is punishment I just can’t self-inflict anymore.,negative,vader,,"He's kind of Yeah, exactly. He's He's just kind of on both sides, you know. He can argue about anything. Just tell him what side. Uh, meanwhile, shout out to Dan. You know, they say that 99% of all Dans are not actually the man, >> but but this guy right here. >> Let me tell you,",true
2278.0,2026-09-21 19:46:51,@goodviibes8573,,The meth is strong with this one ,positive,vader,,"just kind of on both sides, you know. He can argue about anything. Just tell him what side. Uh, meanwhile, shout out to Dan. You know, they say that 99% of all Dans are not actually the man, >> but but this guy right here. >> Let me tell you, >> that was close. >> He is the man. Let me tell you. Okay, so",true
2284.0,2026-09-21 19:46:57,@GlitterRed1,,He needs eyeglasses and a shower,neutral,vader,,"what side. Uh, meanwhile, shout out to Dan. You know, they say that 99% of all Dans are not actually the man, >> but but this guy right here. >> Let me tell you, >> that was close. >> He is the man. Let me tell you. Okay, so we got that out of the way. Conspiracy theories.",true
2288.0,2026-09-21 19:47:01,@JimboTheComic,,Corn dawg good luck ,positive,vader,,"Dan. You know, they say that 99% of all Dans are not actually the man, >> but but this guy right here. >> Let me tell you, >> that was close. >> He is the man. Let me tell you. Okay, so we got that out of the way. Conspiracy theories. I had an uncle who's a real good conspiracy theorist. But uh three",true
2288.0,2026-09-21 19:47:01,@alisonwayland6057,,no youre good... we are all lost on where the jokes are,negative,vader,,"Dan. You know, they say that 99% of all Dans are not actually the man, >> but but this guy right here. >> Let me tell you, >> that was close. >> He is the man. Let me tell you. Okay, so we got that out of the way. Conspiracy theories. I had an uncle who's a real good conspiracy theorist. But uh three",true
2289.0,2026-09-21 19:47:02,@jackcarr3361,,Fair point ,positive,vader,,"Dan. You know, they say that 99% of all Dans are not actually the man, >> but but this guy right here. >> Let me tell you, >> that was close. >> He is the man. Let me tell you. Okay, so we got that out of the way. Conspiracy theories. I had an uncle who's a real good conspiracy theorist. But uh three",true
2291.0,2026-09-21 19:47:04,@z28diablo,,"Jimbo, you mad deleting or is the chat glitching?",negative,vader,,"of all Dans are not actually the man, >> but but this guy right here. >> Let me tell you, >> that was close. >> He is the man. Let me tell you. Okay, so we got that out of the way. Conspiracy theories. I had an uncle who's a real good conspiracy theorist. But uh three conspiracy theorists walk into a bar.",true
2298.0,2026-09-21 19:47:11,@rocjames1,,that was a whole lot of nothing,neutral,vader,,">> He is the man. Let me tell you. Okay, so we got that out of the way. Conspiracy theories. I had an uncle who's a real good conspiracy theorist. But uh three conspiracy theorists walk into a bar. That can't be a coincidence. No, it can't. U you know there's a lot.",true
2299.0,2026-09-21 19:47:12,@Yup-eee,,I’m glad he’s got his notes ,positive,vader,,">> He is the man. Let me tell you. Okay, so we got that out of the way. Conspiracy theories. I had an uncle who's a real good conspiracy theorist. But uh three conspiracy theorists walk into a bar. That can't be a coincidence. No, it can't. U you know there's a lot.",true
2300.0,2026-09-21 19:47:13,@EricNelson1236,,do you live under the freeway?,positive,vader,,">> He is the man. Let me tell you. Okay, so we got that out of the way. Conspiracy theories. I had an uncle who's a real good conspiracy theorist. But uh three conspiracy theorists walk into a bar. That can't be a coincidence. No, it can't. U you know there's a lot.",true
2300.0,2026-09-21 19:47:13,@JimboTheComic,, Nobody ever leaves ,neutral,vader,,">> He is the man. Let me tell you. Okay, so we got that out of the way. Conspiracy theories. I had an uncle who's a real good conspiracy theorist. But uh three conspiracy theorists walk into a bar. That can't be a coincidence. No, it can't. U you know there's a lot.",true
2308.0,2026-09-21 19:47:21,@ineverlutes,,"""we got that outta the way"" :loudly_crying_face:",neutral,vader,,"conspiracy theorist. But uh three conspiracy theorists walk into a bar. That can't be a coincidence. No, it can't. U you know there's a lot. Are you v vaccinated by the way for co sir? >> He is. He is good man. I know. I've had",true
2311.0,2026-09-21 19:47:24,@GlitterRed1,,@Thecorn. I feel like we're being trolled,positive,vader,,"conspiracy theorist. But uh three conspiracy theorists walk into a bar. That can't be a coincidence. No, it can't. U you know there's a lot. Are you v vaccinated by the way for co sir? >> He is. He is good man. I know. I've had uh vaccine hesitancy ever since the",true
2311.0,2026-09-21 19:47:24,@JimboTheComic,,Diablo I ain’t deleting shitttttt,neutral,vader,,"conspiracy theorist. But uh three conspiracy theorists walk into a bar. That can't be a coincidence. No, it can't. U you know there's a lot. Are you v vaccinated by the way for co sir? >> He is. He is good man. I know. I've had uh vaccine hesitancy ever since the",true
2323.0,2026-09-21 19:47:36,@TheCorndawggy,,BLORT :face_vomiting:,neutral,vader,,"Are you v vaccinated by the way for co sir? >> He is. He is good man. I know. I've had uh vaccine hesitancy ever since the booster gave my girlfriend chlamyia. I'm just kidding. It was her best friend, too. I mean, what a coincidence. Uh no. Um",true
2325.0,2026-09-21 19:47:38,@JimboTheComic,,It’s worse than that glitter: cursed*,negative,vader,,">> He is. He is good man. I know. I've had uh vaccine hesitancy ever since the booster gave my girlfriend chlamyia. I'm just kidding. It was her best friend, too. I mean, what a coincidence. Uh no. Um",true
2328.0,2026-09-21 19:47:41,@McMisfit,,haha,positive,vader,,">> He is. He is good man. I know. I've had uh vaccine hesitancy ever since the booster gave my girlfriend chlamyia. I'm just kidding. It was her best friend, too. I mean, what a coincidence. Uh no. Um yeah. No, but uh but one of my favorite",true
2330.0,2026-09-21 19:47:43,@professorroyhinkley4775,,Are you guys reading this room??? ,neutral,vader,,">> He is. He is good man. I know. I've had uh vaccine hesitancy ever since the booster gave my girlfriend chlamyia. I'm just kidding. It was her best friend, too. I mean, what a coincidence. Uh no. Um yeah. No, but uh but one of my favorite conspiracy theories has to be the one",true
2331.0,2026-09-21 19:47:44,@z28diablo,,Welcome to the Hotel Comedy Simulator,positive,vader,,"uh vaccine hesitancy ever since the booster gave my girlfriend chlamyia. I'm just kidding. It was her best friend, too. I mean, what a coincidence. Uh no. Um yeah. No, but uh but one of my favorite conspiracy theories has to be the one",true
2333.0,2026-09-21 19:47:46,@GlitterRed1,,I didn't need to take my sleeping meds tonight. This did it for me,neutral,vader,,"uh vaccine hesitancy ever since the booster gave my girlfriend chlamyia. I'm just kidding. It was her best friend, too. I mean, what a coincidence. Uh no. Um yeah. No, but uh but one of my favorite conspiracy theories has to be the one that just we just had the anniversary",true
2335.0,2026-09-21 19:47:48,@sunkissed335,,sht,neutral,vader,,"I'm just kidding. It was her best friend, too. I mean, what a coincidence. Uh no. Um yeah. No, but uh but one of my favorite conspiracy theories has to be the one that just we just had the anniversary for 25 years. Can't believe it's been",true
2339.0,2026-09-21 19:47:52,@McMisfit,,it was her drunkel,neutral,vader,,"I'm just kidding. It was her best friend, too. I mean, what a coincidence. Uh no. Um yeah. No, but uh but one of my favorite conspiracy theories has to be the one that just we just had the anniversary for 25 years. Can't believe it's been that long. 911.",true
2342.0,2026-09-21 19:47:55,@EricNelson1236,,for the drywall I mean,neutral,vader,,"friend, too. I mean, what a coincidence. Uh no. Um yeah. No, but uh but one of my favorite conspiracy theories has to be the one that just we just had the anniversary for 25 years. Can't believe it's been that long. 911. And what's crazy about 911 that you know the greatest conspiracy is is that it",true
2342.0,2026-09-21 19:47:55,@henryOP8749,,Diablo I noticed that too texts dropping like a good joke coming out of comedy simulator :rolling_on_the_floor_laughing: ,positive,vader,,"friend, too. I mean, what a coincidence. Uh no. Um yeah. No, but uh but one of my favorite conspiracy theories has to be the one that just we just had the anniversary for 25 years. Can't believe it's been that long. 911. And what's crazy about 911 that you know the greatest conspiracy is is that it",true
2355.0,2026-09-21 19:48:08,@davedreamsofdumplings,,this guy is better than the reaction he's getting,positive,vader,,for 25 years. Can't believe it's been that long. 911. And what's crazy about 911 that you know the greatest conspiracy is is that it was an inside job. And I think it's kind of kind of interesting like could you imagine seven years later Osama bin Laden,true
2359.0,2026-09-21 19:48:12,@ineverlutes,,@henry :face_with_tears_of_joy:,neutral,vader,,that long. 911. And what's crazy about 911 that you know the greatest conspiracy is is that it was an inside job. And I think it's kind of kind of interesting like could you imagine seven years later Osama bin Laden,true
2359.0,2026-09-21 19:48:12,@alisonwayland6057,,that shirt needs a couple of black zig zag stripes. c,neutral,vader,,that long. 911. And what's crazy about 911 that you know the greatest conspiracy is is that it was an inside job. And I think it's kind of kind of interesting like could you imagine seven years later Osama bin Laden,true
2359.0,2026-09-21 19:48:12,@HollywoodStar2026,,"I sense that there are no ""real"" audience members. Sounds like a comics-only crowd",positive,vader,,that long. 911. And what's crazy about 911 that you know the greatest conspiracy is is that it was an inside job. And I think it's kind of kind of interesting like could you imagine seven years later Osama bin Laden,true
2360.0,2026-09-21 19:48:13,@JimboTheComic,,I blocked key words ,negative,vader,,And what's crazy about 911 that you know the greatest conspiracy is is that it was an inside job. And I think it's kind of kind of interesting like could you imagine seven years later Osama bin Laden just put yourself in his sandals for a,true
